Number of C5.0 Attributes,Number of Event Types,Number of Values,Number of Selection Constraints,Number of Attributes,Number of Relevant Types,Number of Negation Constraints,Number of Aggregate Constraints,Number of Parameter Constraints,Window,Number of Errors,Original Precision,Original Recall,Original F-score,Misclassification Cost Estimate,Final Precision,Final Recall,Final F-score,iCEP Precision,iCEP Recall,iCEP F-score
135,15,50,1,2,3,0,2,0,20,55199,0.6392111368909513,0.6092886103943973,0.6238913002453293,1.3333333730697632,0.6444265269098972,0.5892001474382602,0.6155771637623952,0.15329589517315148,1.0,0.2658396614689003
135,15,50,1,2,3,0,3,0,20,1957,0.9734136830911024,0.9789661319073084,0.9761820120867402,4.666666507720947,0.9871060171919771,0.7368983957219252,0.8438456827924066,0.5114210146669873,1.0,0.6767419662742603
135,15,50,1,2,3,0,5,0,20,71255,0.9514991181657848,0.9944700460829493,0.9725101397025687,2.0,0.9619981612013484,0.9643625192012288,0.963178889229825,0.48277898051564655,1.0,0.6511813113883727
135,15,50,1,2,3,0,2,0,20,1284,0.9625991688704193,0.9781190019193858,0.9702970297029703,0.6666666865348816,0.9855185909980431,0.9666026871401152,0.9759689922480621,0.5426726558113419,1.0,0.7035486806187443
135,15,50,1,2,3,0,3,0,20,8621,0.954902630679877,0.9886805801202688,0.9714980882864095,1.3333333730697632,0.9724871606749816,0.9377431906614786,0.9547992076355124,0.5023386342376053,1.0,0.6687422166874222
135,15,50,1,2,3,0,5,0,20,118993,0.9105518496058217,0.9569789674952199,0.9331883157240523,6.0,0.8981654810932235,0.7644996813256851,0.8259597176794629,0.33532934131736525,1.0,0.5022421524663677
135,15,50,1,2,3,0,2,0,20,2599,0.8463587921847247,0.4403881700554529,0.5793313069908815,0.0,0.8463587921847247,0.4403881700554529,0.5793313069908815,0.1314935064935065,1.0,0.23242467718794835
135,15,50,1,2,3,0,3,0,20,45781,0.6944651278232812,0.6832722832722833,0.6888232397833579,2.6666667461395264,0.7450166112956811,0.6571428571428571,0.6983261969637992,0.11085509472606246,1.0,0.19958515787047706
135,15,50,1,2,3,0,5,0,20,156749,0.6061468412066021,0.6099656357388317,0.6080502426491579,4.666666507720947,0.6799552906110283,0.5226231386025201,0.5909974093264249,0.15575456855863487,1.0,0.26952879581151834
135,15,50,1,2,3,0,2,0,20,746,0.9734375,0.9834254143646409,0.978405967805261,0.6666666865348816,0.9756480754124116,0.9802683504340963,0.9779527559055118,0.5712148414123279,1.0,0.7270996000761759
135,15,50,1,2,3,0,3,0,20,41975,0.6524104295629338,0.6688461538461539,0.6605260659006742,4.666666507720947,0.7540616246498599,0.5176923076923077,0.6139110604332954,0.15873936581593195,1.0,0.27398631737026535
135,15,50,1,2,3,0,5,0,20,151150,0.8589185829707893,0.8586517552034794,0.8587851483610378,2.6666667461395264,0.8624127617148555,0.8061509785647717,0.8333333333333334,0.10056715196164416,1.0,0.18275513998831217
135,15,50,1,2,3,0,2,0,20,4116,0.9242771913721891,0.8325754443985118,0.8760330578512397,2.0,0.9284051222351571,0.6593633732947499,0.7710901619531062,0.38485412787088763,1.0,0.5558045719408337
135,15,50,1,2,3,0,3,0,20,2005,0.9764664559185107,0.995702005730659,0.9859904238340131,3.3333332538604736,0.9921946740128559,0.7739971346704871,0.8696177062374246,0.593029215786776,1.0,0.7445302445302445
135,15,50,1,2,3,0,5,0,20,23493,0.9460193003618818,0.9584479071188512,0.9521930490210957,2.6666667461395264,0.9637017658600392,0.9003971891231286,0.9309745695782656,0.496920325849394,1.0,0.6639235465887975
135,15,50,1,2,3,0,2,0,20,105893,0.5341341927922648,0.496865630962115,0.5148263202485173,2.0,0.5490268086669114,0.4074679749250477,0.46777221526908636,0.15684196582328785,1.0,0.2711553876102141
135,15,50,1,2,3,0,3,0,20,8988,0.8472063854047891,0.9357682619647355,0.8892878515858768,1.3333333730697632,0.8471683475562451,0.9168765743073047,0.8806451612903226,0.1651219512195122,1.0,0.2834414904751937
135,15,50,1,2,3,0,5,0,20,119699,0.920863309352518,0.9884169884169884,0.9534450651769089,2.6666667461395264,0.9317963496637848,0.9362934362934363,0.9340394800192585,0.3639494833524684,1.0,0.5336700336700336
135,15,50,1,2,3,0,2,0,20,8818,0.9130103014116749,0.9518695306284806,0.9320350535540409,0.0,0.9130103014116749,0.9518695306284806,0.9320350535540409,0.3312801285484735,1.0,0.4976865821766244
135,15,50,1,2,3,0,3,0,20,2589,0.9640825035561877,0.980115690527838,0.9720329867335962,2.6666667461395264,0.9804066543438078,0.9587852494577006,0.9694754158289162,0.5538077403245942,1.0,0.7128394664952595
135,15,50,1,2,3,0,5,0,20,67341,0.8416633346661335,0.7985584218512898,0.8195444812147167,3.3333332538604736,0.8525737131434283,0.6471927162367223,0.7358205736467544,0.04693460490463215,1.0,0.08966100592100983
135,15,50,1,2,3,0,2,0,20,3486,0.8583554376657825,0.7124614707177455,0.778633301251203,4.0,0.9595375722543352,0.07309555261999119,0.13584288052373159,0.2118572632762012,1.0,0.3496406213772316
135,15,50,1,2,3,0,3,0,20,1974,0.9767275331185106,0.992721979621543,0.9846598086987909,0.6666666865348816,0.9635785007072136,0.9916302765647744,0.9774031563845051,0.552536231884058,1.0,0.7117852975495915
135,15,50,1,2,3,0,5,0,20,134090,0.896421845574388,0.951682772409197,0.9232261192823663,2.6666667461395264,0.8928684627575277,0.9386871042985672,0.9152046783625731,0.333649468892261,1.0,0.5003555681979804
135,15,50,1,2,3,0,2,0,20,6466,0.9243697478991597,0.8011399620012666,0.8583545377438507,1.3333333730697632,0.9320235756385069,0.7511082963901203,0.8318428897071716,0.12188256856712705,1.0,0.21728222183324583
135,15,50,1,2,3,0,3,0,20,1634,0.9499650104968509,0.9745154343144293,0.9620836286321758,4.666666507720947,0.9653996101364523,0.7110552763819096,0.8189334435717238,0.5333998005982054,1.0,0.6957087126137842
135,15,50,1,2,3,0,5,0,20,20374,0.9657330154946365,0.9729810867607325,0.9693435023179302,3.3333332538604736,0.9764002517306483,0.9315520864605223,0.9534490705177447,0.1988454137267479,1.0,0.3317281968967362
135,15,50,1,2,3,0,2,0,20,31881,0.6728263444681355,0.690325717063685,0.6814637072585482,3.3333332538604736,0.6934333958724203,0.44919786096256686,0.5452131582829326,0.12137878109611819,1.0,0.21648132306814943
135,15,50,1,2,3,0,3,0,20,123529,0.555359246171967,0.5785276073619632,0.5667067307692307,1.3333333730697632,0.5685131195335277,0.5503067484662577,0.5592617993640501,0.17261190731738116,1.0,0.29440585796586444
135,15,50,1,2,3,0,2,0,20,139904,0.45989143546441497,0.9986902423051736,0.629774932892835,13.333333015441895,0.6628796154686476,0.9934512115258677,0.795177565194601,0.256836390121168,1.0,0.4087029817722052
135,15,50,1,2,3,0,3,0,20,135293,0.4961165048543689,1.0,0.6632057105775471,18.66666603088379,0.6304212492218303,0.9908675799086758,0.770577045022194,0.2621695891127977,1.0,0.41542688300243635
135,15,50,1,2,3,0,5,0,20,153290,0.5461292200232829,1.0,0.7064470588235294,15.333333015441895,0.7132254995242626,0.9986677324806821,0.8321492007104796,0.3323734836417106,1.0,0.4989193911803927
135,15,50,1,2,3,0,2,0,20,13087,0.9166979362101313,0.9995908346972177,0.9563515365042082,2.6666667461395264,0.9087523277467412,0.9983633387888707,0.951452524858647,0.9470179502026635,1.0,0.9727881040892193
135,15,50,1,2,3,0,3,0,20,28133,0.851927570093458,0.9915023793337865,0.916431039899466,8.666666984558105,0.9122474747474747,0.982324949014276,0.9459901800327333,0.9906172839506173,1.0,0.9952865293971719
135,15,50,1,2,3,0,5,0,20,579407,0.7502771618625277,0.9937591776798825,0.8550221099178775,10.0,0.8329215565163681,0.9900881057268722,0.9047299563904729,0.3762232693004712,1.0,0.5467474321833026
135,15,50,1,2,3,0,2,0,20,28947,0.8016353725015143,0.9538738738738739,0.8711535297021558,12.0,0.8820816864295126,0.9650450450450451,0.9217002237136466,0.9529100529100529,1.0,0.9758872934164183
135,15,50,1,2,3,0,3,0,20,8849,0.9458446866485014,0.9967695620961953,0.9706396364907375,6.666666507720947,0.9713086074177747,0.9964106245513281,0.9836995038979448,0.9819292440824637,1.0,0.9908822396301529
135,15,50,1,2,3,0,5,0,20,624163,0.7985480943738656,1.0,0.887991927346115,7.333333492279053,0.8224945020420986,0.9916666666666667,0.8991928559161945,0.7981981981981981,1.0,0.8877755511022044
135,15,50,1,2,3,0,2,0,20,19406,0.8608562691131498,0.9942604856512142,0.9227617291538619,3.3333332538604736,0.8730097087378641,0.9924944812362031,0.9289256198347108,0.290759270158917,1.0,0.45052439580483356
135,15,50,1,2,3,0,3,0,20,14012,0.9320094244362168,0.974313863476425,0.9526922415276106,6.0,0.9515403253721011,0.9672765657987333,0.9593439190368173,0.9706535141800247,1.0,0.9851082467776248
135,15,50,1,2,3,0,5,0,20,621784,0.7493067110371603,0.9926524614254225,0.8539823008849557,2.6666667461395264,0.8328682170542636,0.9867744305657604,0.9033125945855053,0.7845826893353941,1.0,0.8792898127097543
135,15,50,1,2,3,0,2,0,20,20500,0.8307513555383423,0.99721059972106,0.906401859285865,3.3333332538604736,0.8409090909090909,0.99767549976755,0.9126089729959601,0.7650137741046832,1.0,0.866864367098486
135,15,50,1,2,3,0,3,0,20,71852,0.8070661586421891,0.9961522017956391,0.8916953693073096,7.333333492279053,0.8265813788201848,0.9944420692603677,0.9027750824762274,0.22204788866907701,1.0,0.3634029250865245
